区分,種類,対象,時間軸(年次),管区警察局,/認知・検挙件数・検挙人員,認知件数【件】,検挙件数【件】,検挙率【%】,検挙人員【人】
重要犯罪,強制わいせつ,,2013年,釧路方面,,29,23,79.3,14
重要犯罪,強制わいせつ,,2013年,北見方面,,6,3,50,0
重要犯罪,強制わいせつ,,2013年,東北管区,,334,194,58.1,126
重要犯罪,強制わいせつ,,2013年,青森県,,27,22,81.5,20
重要犯罪,強制わいせつ,,2013年,岩手県,,47,26,55.3,17
重要犯罪,強制わいせつ,,2013年,宮城県,,146,85,58.2,42
重要犯罪,強制わいせつ,,2013年,秋田県,,16,12,75,12
重要犯罪,強制わいせつ,,2013年,山形県,,37,20,54.1,16
重要犯罪,強制わいせつ,,2013年,福島県,,61,29,47.5,19
重要犯罪,強制わいせつ,,2013年,東京都,,910,520,57.1,407
重要犯罪,強制わいせつ,,2013年,関東管区,,"1,905","1,144",60.1,665
重要犯罪,強制わいせつ,,2013年,茨城県,,123,61,49.6,28
重要犯罪,強制わいせつ,,2013年,栃木県,,54,52,96.3,35
重要犯罪,強制わいせつ,,2013年,群馬県,,74,68,91.9,34
重要犯罪,強制わいせつ,,2013年,埼玉県,,507,314,61.9,164
重要犯罪,強制わいせつ,,2013年,千葉県,,275,152,55.3,96
重要犯罪,強制わいせつ,,2013年,神奈川県,,510,315,61.8,184
重要犯罪,強制わいせつ,,2013年,新潟県,,71,45,63.4,35
重要犯罪,強制わいせつ,,2013年,山梨県,,31,12,38.7,5
重要犯罪,強制わいせつ,,2013年,長野県,,74,42,56.8,22
重要犯罪,強制わいせつ,,2013年,静岡県,,186,83,44.6,62
重要犯罪,強制わいせつ,,2013年,中部管区,,663,325,49,199
重要犯罪,強制わいせつ,,2013年,富山県,,28,12,42.9,9
重要犯罪,強制わいせつ,,2013年,石川県,,55,39,70.9,16
重要犯罪,強制わいせつ,,2013年,福井県,,20,16,80,7
重要犯罪,強制わいせつ,,2013年,岐阜県,,52,21,40.4,15
重要犯罪,強制わいせつ,,2013年,愛知県,,442,203,45.9,133
重要犯罪,強制わいせつ,,2013年,三重県,,66,34,51.5,19
重要犯罪,強制わいせつ,,2013年,近畿管区,,"2,193",797,36.3,527
重要犯罪,強制わいせつ,,2013年,滋賀県,,120,48,40,33
重要犯罪,強制わいせつ,,2013年,京都府,,218,106,48.6,63
重要犯罪,強制わいせつ,,2013年,大阪府,,"1,349",407,30.2,259
重要犯罪,強制わいせつ,,2013年,兵庫県,,401,179,44.6,124
重要犯罪,強制わいせつ,,2013年,奈良県,,52,22,42.3,19
重要犯罪,強制わいせつ,,2013年,和歌山県,,53,35,66,29
重要犯罪,強制わいせつ,,2013年,中国管区,,314,215,68.5,143
重要犯罪,強制わいせつ,,2013年,鳥取県,,24,16,66.7,10
重要犯罪,強制わいせつ,,2013年,島根県,,20,17,85,13
重要犯罪,強制わいせつ,,2013年,岡山県,,66,58,87.9,43
重要犯罪,強制わいせつ,,2013年,広島県,,172,93,54.1,55
重要犯罪,強制わいせつ,,2013年,山口県,,32,31,96.9,22
重要犯罪,強制わいせつ,,2013年,四国管区,,200,160,80,74
重要犯罪,強制わいせつ,,2013年,徳島県,,18,17,94.4,8
重要犯罪,強制わいせつ,,2013年,香川県,,51,39,76.5,26
重要犯罪,強制わいせつ,,2013年,愛媛県,,107,84,78.5,30
重要犯罪,強制わいせつ,,2013年,高知県,,24,20,83.3,10
重要犯罪,強制わいせつ,,2013年,九州管区,,825,444,53.8,254
重要犯罪,強制わいせつ,,2013年,福岡県,,467,230,49.3,98
重要犯罪,強制わいせつ,,2013年,佐賀県,,41,30,73.2,17
重要犯罪,強制わいせつ,,2013年,長崎県,,40,16,40,9
重要犯罪,強制わいせつ,,2013年,熊本県,,84,52,61.9,44
重要犯罪,強制わいせつ,,2013年,大分県,,26,19,73.1,8
重要犯罪,強制わいせつ,,2013年,宮崎県,,41,22,53.7,20
重要犯罪,強制わいせつ,,2013年,鹿児島県,,45,33,73.3,25
重要犯罪,強制わいせつ,,2013年,沖縄県,,81,42,51.9,33
重要犯罪,強制わいせつ,,2012年,全国,,"7,321","3,946",53.9,"2,451"
重要犯罪,強制わいせつ,,2012年,北海道,,262,132,50.4,75
重要犯罪,強制わいせつ,,2012年,札幌方面,,183,80,43.7,47
重要犯罪,強制わいせつ,,2012年,函館方面,,18,16,88.9,6
重要犯罪,強制わいせつ,,2012年,旭川方面,,22,10,45.5,5
重要犯罪,強制わいせつ,,2012年,釧路方面,,35,22,62.9,13
重要犯罪,強制わいせつ,,2012年,北見方面,,4,4,100,4
重要犯罪,強制わいせつ,,2012年,東北管区,,354,198,55.9,133
重要犯罪,強制わいせつ,,2012年,青森県,,38,31,81.6,15
重要犯罪,強制わいせつ,,2012年,岩手県,,43,28,65.1,19
重要犯罪,強制わいせつ,,2012年,宮城県,,164,55,33.5,47
重要犯罪,強制わいせつ,,2012年,秋田県,,15,16,106.7,12
重要犯罪,強制わいせつ,,2012年,山形県,,21,14,66.7,7
重要犯罪,強制わいせつ,,2012年,福島県,,73,54,74,33
重要犯罪,強制わいせつ,,2012年,東京都,,933,548,58.7,426
重要犯罪,強制わいせつ,,2012年,関東管区,,"1,821","1,085",59.6,656
重要犯罪,強制わいせつ,,2012年,茨城県,,142,60,42.3,39
重要犯罪,強制わいせつ,,2012年,栃木県,,82,57,69.5,40
重要犯罪,強制わいせつ,,2012年,群馬県,,71,56,78.9,38
重要犯罪,強制わいせつ,,2012年,埼玉県,,418,248,59.3,141
重要犯罪,強制わいせつ,,2012年,千葉県,,308,159,51.6,101
重要犯罪,強制わいせつ,,2012年,神奈川県,,430,252,58.6,180
重要犯罪,強制わいせつ,,2012年,新潟県,,88,68,77.3,32
重要犯罪,強制わいせつ,,2012年,山梨県,,31,37,119.4,6
重要犯罪,強制わいせつ,,2012年,長野県,,100,65,65,22
重要犯罪,強制わいせつ,,2012年,静岡県,,151,83,55,57
重要犯罪,強制わいせつ,,2012年,中部管区,,626,375,59.9,173
重要犯罪,強制わいせつ,,2012年,富山県,,25,14,56,8
重要犯罪,強制わいせつ,,2012年,石川県,,48,35,72.9,17
重要犯罪,強制わいせつ,,2012年,福井県,,44,37,84.1,8
重要犯罪,強制わいせつ,,2012年,岐阜県,,74,46,62.2,20
重要犯罪,強制わいせつ,,2012年,愛知県,,378,210,55.6,99
重要犯罪,強制わいせつ,,2012年,三重県,,57,33,57.9,21
重要犯罪,強制わいせつ,,2012年,近畿管区,,"2,077",830,40,537
重要犯罪,強制わいせつ,,2012年,滋賀県,,102,40,39.2,29
重要犯罪,強制わいせつ,,2012年,京都府,,225,122,54.2,75
重要犯罪,強制わいせつ,,2012年,大阪府,,"1,309",424,32.4,254
重要犯罪,強制わいせつ,,2012年,兵庫県,,372,195,52.4,145
重要犯罪,強制わいせつ,,2012年,奈良県,,30,15,50,12
重要犯罪,強制わいせつ,,2012年,和歌山県,,39,34,87.2,22
重要犯罪,強制わいせつ,,2012年,中国管区,,314,198,63.1,131
重要犯罪,強制わいせつ,,2012年,鳥取県,,20,17,85,8
重要犯罪,強制わいせつ,,2012年,島根県,,35,21,60,15
重要犯罪,強制わいせつ,,2012年,岡山県,,53,56,105.7,37
重要犯罪,強制わいせつ,,2012年,広島県,,173,76,43.9,49
重要犯罪,強制わいせつ,,2012年,山口県,,33,28,84.8,22
重要犯罪,強制わいせつ,,2012年,四国管区,,153,115,75.2,58
重要犯罪,強制わいせつ,,2012年,徳島県,,25,15,60,6
重要犯罪,強制わいせつ,,2012年,香川県,,30,29,96.7,22
重要犯罪,強制わいせつ,,2012年,愛媛県,,67,56,83.6,22
重要犯罪,強制わいせつ,,2012年,高知県,,31,15,48.4,8
重要犯罪,強制わいせつ,,2012年,九州管区,,781,465,59.5,262
重要犯罪,強制わいせつ,,2012年,福岡県,,436,244,56,110
重要犯罪,強制わいせつ,,2012年,佐賀県,,56,32,57.1,18
重要犯罪,強制わいせつ,,2012年,長崎県,,55,31,56.4,21
重要犯罪,強制わいせつ,,2012年,熊本県,,49,34,69.4,25
重要犯罪,強制わいせつ,,2012年,大分県,,22,13,59.1,11
重要犯罪,強制わいせつ,,2012年,宮崎県,,42,31,73.8,17
重要犯罪,強制わいせつ,,2012年,鹿児島県,,46,37,80.4,27
重要犯罪,強制わいせつ,,2012年,沖縄県,,75,43,57.3,33
重要犯罪,強制わいせつ,,2011年,全国,,"6,929","3,550",51.2,"2,217"
重要犯罪,強制わいせつ,,2011年,北海道,,222,109,49.1,67
重要犯罪,強制わいせつ,,2011年,札幌方面,,160,68,42.5,43
重要犯罪,強制わいせつ,,2011年,函館方面,,22,14,63.6,10
重要犯罪,強制わいせつ,,2011年,旭川方面,,6,6,100,7
重要犯罪,強制わいせつ,,2011年,釧路方面,,26,16,61.5,4
重要犯罪,強制わいせつ,,2011年,北見方面,,8,5,62.5,3
重要犯罪,強制わいせつ,,2011年,東北管区,,356,229,64.3,123
重要犯罪,強制わいせつ,,2011年,青森県,,55,37,67.3,17
重要犯罪,強制わいせつ,,2011年,岩手県,,42,20,47.6,16
重要犯罪,強制わいせつ,,2011年,宮城県,,138,85,61.6,34
重要犯罪,強制わいせつ,,2011年,秋田県,,21,17,81,15
重要犯罪,強制わいせつ,,2011年,山形県,,18,13,72.2,9
重要犯罪,強制わいせつ,,2011年,福島県,,82,57,69.5,32
重要犯罪,強制わいせつ,,2011年,東京都,,837,475,56.8,355
重要犯罪,強制わいせつ,,2011年,関東管区,,"1,673","1,061",63.4,659
重要犯罪,強制わいせつ,,2011年,茨城県,,118,43,36.4,29
重要犯罪,強制わいせつ,,2011年,栃木県,,101,70,69.3,46
重要犯罪,強制わいせつ,,2011年,群馬県,,54,43,79.6,35
重要犯罪,強制わいせつ,,2011年,埼玉県,,402,271,67.4,155
重要犯罪,強制わいせつ,,2011年,千葉県,,272,156,57.4,87
重要犯罪,強制わいせつ,,2011年,神奈川県,,356,227,63.8,181
重要犯罪,強制わいせつ,,2011年,新潟県,,66,54,81.8,28
重要犯罪,強制わいせつ,,2011年,山梨県,,34,24,70.6,7
重要犯罪,強制わいせつ,,2011年,長野県,,93,56,60.2,22
重要犯罪,強制わいせつ,,2011年,静岡県,,177,117,66.1,69
重要犯罪,強制わいせつ,,2011年,中部管区,,539,248,46,132
重要犯罪,強制わいせつ,,2011年,富山県,,19,8,42.1,8
重要犯罪,強制わいせつ,,2011年,石川県,,45,31,68.9,12
重要犯罪,強制わいせつ,,2011年,福井県,,15,11,73.3,7
重要犯罪,強制わいせつ,,2011年,岐阜県,,57,22,38.6,14
重要犯罪,強制わいせつ,,2011年,愛知県,,366,150,41,76
重要犯罪,強制わいせつ,,2011年,三重県,,37,26,70.3,15
重要犯罪,強制わいせつ,,2011年,近畿管区,,"1,998",690,34.5,453
重要犯罪,強制わいせつ,,2011年,滋賀県,,84,31,36.9,18
重要犯罪,強制わいせつ,,2011年,京都府,,168,79,47,53
重要犯罪,強制わいせつ,,2011年,大阪府,,"1,310",350,26.7,226
重要犯罪,強制わいせつ,,2011年,兵庫県,,346,162,46.8,107
重要犯罪,強制わいせつ,,2011年,奈良県,,40,22,55,20
重要犯罪,強制わいせつ,,2011年,和歌山県,,50,46,92,29
重要犯罪,強制わいせつ,,2011年,中国管区,,338,232,68.6,135
重要犯罪,強制わいせつ,,2011年,鳥取県,,17,23,135.3,7
重要犯罪,強制わいせつ,,2011年,島根県,,23,15,65.2,10
重要犯罪,強制わいせつ,,2011年,岡山県,,73,47,64.4,34
重要犯罪,強制わいせつ,,2011年,広島県,,186,117,62.9,62
重要犯罪,強制わいせつ,,2011年,山口県,,39,30,76.9,22
重要犯罪,強制わいせつ,,2011年,四国管区,,138,89,64.5,55
重要犯罪,強制わいせつ,,2011年,徳島県,,24,11,45.8,9
重要犯罪,強制わいせつ,,2011年,香川県,,35,30,85.7,14
重要犯罪,強制わいせつ,,2011年,愛媛県,,46,34,73.9,23
重要犯罪,強制わいせつ,,2011年,高知県,,33,14,42.4,9
重要犯罪,強制わいせつ,,2011年,九州管区,,828,417,50.4,238
重要犯罪,強制わいせつ,,2011年,福岡県,,485,185,38.1,111
重要犯罪,強制わいせつ,,2011年,佐賀県,,36,15,41.7,12
重要犯罪,強制わいせつ,,2011年,長崎県,,79,51,64.6,26
重要犯罪,強制わいせつ,,2011年,熊本県,,61,33,54.1,24
重要犯罪,強制わいせつ,,2011年,大分県,,26,23,88.5,12
重要犯罪,強制わいせつ,,2011年,宮崎県,,52,39,75,14
重要犯罪,強制わいせつ,,2011年,鹿児島県,,25,21,84,13
重要犯罪,強制わいせつ,,2011年,沖縄県,,64,50,78.1,26
重要犯罪,強制わいせつ,,2010年,全国,,"7,068","3,637",51.5,"2,189"
重要犯罪,強制わいせつ,,2010年,北海道,,221,120,54.3,73
重要犯罪,強制わいせつ,,2010年,札幌方面,,162,87,53.7,48
重要犯罪,強制わいせつ,,2010年,函館方面,,17,9,52.9,8
重要犯罪,強制わいせつ,,2010年,旭川方面,,12,7,58.3,5
重要犯罪,強制わいせつ,,2010年,釧路方面,,22,15,68.2,10
重要犯罪,強制わいせつ,,2010年,北見方面,,8,2,25,2
重要犯罪,強制わいせつ,,2010年,東北管区,,414,239,57.7,119
重要犯罪,強制わいせつ,,2010年,青森県,,54,24,44.4,12
重要犯罪,強制わいせつ,,2010年,岩手県,,44,29,65.9,19
重要犯罪,強制わいせつ,,2010年,宮城県,,152,80,52.6,44
重要犯罪,強制わいせつ,,2010年,秋田県,,18,13,72.2,9
重要犯罪,強制わいせつ,,2010年,山形県,,23,20,87,9
重要犯罪,強制わいせつ,,2010年,福島県,,123,73,59.3,26
重要犯罪,強制わいせつ,,2010年,東京都,,891,457,51.3,371
重要犯罪,強制わいせつ,,2010年,関東管区,,"1,818","1,042",57.3,579
重要犯罪,強制わいせつ,,2010年,茨城県,,131,46,35.1,29
重要犯罪,強制わいせつ,,2010年,栃木県,,119,61,51.3,38
重要犯罪,強制わいせつ,,2010年,群馬県,,86,67,77.9,36
重要犯罪,強制わいせつ,,2010年,埼玉県,,462,292,63.2,149
重要犯罪,強制わいせつ,,2010年,千葉県,,310,139,44.8,70
重要犯罪,強制わいせつ,,2010年,神奈川県,,355,234,65.9,165
重要犯罪,強制わいせつ,,2010年,新潟県,,66,49,74.2,19
重要犯罪,強制わいせつ,,2010年,山梨県,,18,13,72.2,6
重要犯罪,強制わいせつ,,2010年,長野県,,86,39,45.3,15
重要犯罪,強制わいせつ,,2010年,静岡県,,185,102,55.1,52
重要犯罪,強制わいせつ,,2010年,中部管区,,567,265,46.7,154
重要犯罪,強制わいせつ,,2010年,富山県,,23,11,47.8,8
重要犯罪,強制わいせつ,,2010年,石川県,,23,21,91.3,14
重要犯罪,強制わいせつ,,2010年,福井県,,19,12,63.2,4
重要犯罪,強制わいせつ,,2010年,岐阜県,,76,30,39.5,17
重要犯罪,強制わいせつ,,2010年,愛知県,,363,152,41.9,88
重要犯罪,強制わいせつ,,2010年,三重県,,63,39,61.9,23
重要犯罪,強制わいせつ,,2010年,近畿管区,,"1,800",713,39.6,424
重要犯罪,強制わいせつ,,2010年,滋賀県,,87,36,41.4,24
重要犯罪,強制わいせつ,,2010年,京都府,,196,97,49.5,63
重要犯罪,強制わいせつ,,2010年,大阪府,,"1,119",356,31.8,206
重要犯罪,強制わいせつ,,2010年,兵庫県,,301,156,51.8,88
重要犯罪,強制わいせつ,,2010年,奈良県,,43,23,53.5,23
重要犯罪,強制わいせつ,,2010年,和歌山県,,54,45,83.3,20
重要犯罪,強制わいせつ,,2010年,中国管区,,341,216,63.3,148
重要犯罪,強制わいせつ,,2010年,鳥取県,,26,19,73.1,13
重要犯罪,強制わいせつ,,2010年,島根県,,38,27,71.1,15
重要犯罪,強制わいせつ,,2010年,岡山県,,49,45,91.8,23
重要犯罪,強制わいせつ,,2010年,広島県,,191,91,47.6,67
重要犯罪,強制わいせつ,,2010年,山口県,,37,34,91.9,30
重要犯罪,強制わいせつ,,2010年,四国管区,,188,163,86.7,76
重要犯罪,強制わいせつ,,2010年,徳島県,,37,26,70.3,14
重要犯罪,強制わいせつ,,2010年,香川県,,59,56,94.9,20
重要犯罪,強制わいせつ,,2010年,愛媛県,,61,59,96.7,24
重要犯罪,強制わいせつ,,2010年,高知県,,31,22,71,18
重要犯罪,強制わいせつ,,2010年,九州管区,,828,422,51,245
重要犯罪,強制わいせつ,,2010年,福岡県,,470,181,38.5,98
重要犯罪,強制わいせつ,,2010年,佐賀県,,44,31,70.5,21
重要犯罪,強制わいせつ,,2010年,長崎県,,91,57,62.6,21
重要犯罪,強制わいせつ,,2010年,熊本県,,55,33,60,34
重要犯罪,強制わいせつ,,2010年,大分県,,26,19,73.1,13
重要犯罪,強制わいせつ,,2010年,宮崎県,,53,38,71.7,15
重要犯罪,強制わいせつ,,2010年,鹿児島県,,29,25,86.2,12
重要犯罪,強制わいせつ,,2010年,沖縄県,,60,38,63.3,31
重要犯罪,強制わいせつ,,2009年,全国,,"6,723","3,563",53,"2,129"
重要犯罪,強制わいせつ,,2009年,北海道,,224,126,56.3,67
重要犯罪,強制わいせつ,,2009年,札幌方面,,183,94,51.4,47
重要犯罪,強制わいせつ,,2009年,函館方面,,4,4,100,1
重要犯罪,強制わいせつ,,2009年,旭川方面,,16,11,68.8,6
重要犯罪,強制わいせつ,,2009年,釧路方面,,12,8,66.7,7
重要犯罪,強制わいせつ,,2009年,北見方面,,9,9,100,6
重要犯罪,強制わいせつ,,2009年,東北管区,,355,213,60,122
重要犯罪,強制わいせつ,,2009年,青森県,,36,16,44.4,14
重要犯罪,強制わいせつ,,2009年,岩手県,,39,22,56.4,14
重要犯罪,強制わいせつ,,2009年,宮城県,,143,91,63.6,43
重要犯罪,強制わいせつ,,2009年,秋田県,,19,11,57.9,8
重要犯罪,強制わいせつ,,2009年,山形県,,23,11,47.8,9
重要犯罪,強制わいせつ,,2009年,福島県,,95,62,65.3,34
重要犯罪,強制わいせつ,,2009年,東京都,,959,539,56.2,407
重要犯罪,強制わいせつ,,2009年,関東管区,,"1,692",978,57.8,581
重要犯罪,強制わいせつ,,2009年,茨城県,,115,47,40.9,31
重要犯罪,強制わいせつ,,2009年,栃木県,,85,49,57.6,33
重要犯罪,強制わいせつ,,2009年,群馬県,,63,42,66.7,34
重要犯罪,強制わいせつ,,2009年,埼玉県,,399,219,54.9,149
重要犯罪,強制わいせつ,,2009年,千葉県,,284,152,53.5,76
重要犯罪,強制わいせつ,,2009年,神奈川県,,354,259,73.2,153
重要犯罪,強制わいせつ,,2009年,新潟県,,75,59,78.7,30
重要犯罪,強制わいせつ,,2009年,山梨県,,41,17,41.5,3
重要犯罪,強制わいせつ,,2009年,長野県,,81,34,42,18
重要犯罪,強制わいせつ,,2009年,静岡県,,195,100,51.3,54
重要犯罪,強制わいせつ,,2009年,中部管区,,606,310,51.2,149
重要犯罪,強制わいせつ,,2009年,富山県,,23,10,43.5,6
重要犯罪,強制わいせつ,,2009年,石川県,,24,22,91.7,15
重要犯罪,強制わいせつ,,2009年,福井県,,12,11,91.7,6
重要犯罪,強制わいせつ,,2009年,岐阜県,,78,52,66.7,15
重要犯罪,強制わいせつ,,2009年,愛知県,,389,189,48.6,92
重要犯罪,強制わいせつ,,2009年,三重県,,80,26,32.5,15
重要犯罪,強制わいせつ,,2009年,近畿管区,,"1,618",662,40.9,399
重要犯罪,強制わいせつ,,2009年,滋賀県,,78,41,52.6,24
重要犯罪,強制わいせつ,,2009年,京都府,,174,90,51.7,62
重要犯罪,強制わいせつ,,2009年,大阪府,,884,309,35,189
重要犯罪,強制わいせつ,,2009年,兵庫県,,380,160,42.1,91
重要犯罪,強制わいせつ,,2009年,奈良県,,52,33,63.5,18
重要犯罪,強制わいせつ,,2009年,和歌山県,,50,29,58,15
重要犯罪,強制わいせつ,,2009年,中国管区,,320,157,49.1,105
重要犯罪,強制わいせつ,,2009年,鳥取県,,16,4,25,2
重要犯罪,強制わいせつ,,2009年,島根県,,26,16,61.5,12
重要犯罪,強制わいせつ,,2009年,岡山県,,72,29,40.3,17
重要犯罪,強制わいせつ,,2009年,広島県,,169,76,45,44
重要犯罪,強制わいせつ,,2009年,山口県,,37,32,86.5,30
重要犯罪,強制わいせつ,,2009年,四国管区,,185,137,74.1,61
重要犯罪,強制わいせつ,,2009年,徳島県,,28,16,57.1,11
重要犯罪,強制わいせつ,,2009年,香川県,,28,20,71.4,16
重要犯罪,強制わいせつ,,2009年,愛媛県,,96,83,86.5,22
重要犯罪,強制わいせつ,,2009年,高知県,,33,18,54.5,12
重要犯罪,強制わいせつ,,2009年,九州管区,,764,441,57.7,238
重要犯罪,強制わいせつ,,2009年,福岡県,,355,167,47,70
重要犯罪,強制わいせつ,,2009年,佐賀県,,35,34,97.1,15
重要犯罪,強制わいせつ,,2009年,長崎県,,81,50,61.7,27
重要犯罪,強制わいせつ,,2009年,熊本県,,84,61,72.6,39
重要犯罪,強制わいせつ,,2009年,大分県,,26,19,73.1,16
重要犯罪,強制わいせつ,,2009年,宮崎県,,68,31,45.6,22
重要犯罪,強制わいせつ,,2009年,鹿児島県,,49,38,77.6,24
重要犯罪,強制わいせつ,,2009年,沖縄県,,66,41,62.1,25
重要犯罪,強制わいせつ,,2008年,全国,,"7,137","3,555",49.8,"2,219"
重要犯罪,強制わいせつ,,2008年,北海道,,242,140,57.9,88
重要犯罪,強制わいせつ,,2008年,札幌方面,,160,86,53.8,50
重要犯罪,強制わいせつ,,2008年,函館方面,,13,6,46.2,2
重要犯罪,強制わいせつ,,2008年,旭川方面,,27,12,44.4,10
重要犯罪,強制わいせつ,,2008年,釧路方面,,29,29,100,19
重要犯罪,強制わいせつ,,2008年,北見方面,,13,7,53.8,7
重要犯罪,強制わいせつ,,2008年,東北管区,,390,175,44.9,104
重要犯罪,強制わいせつ,,2008年,青森県,,39,21,53.8,15
重要犯罪,強制わいせつ,,2008年,岩手県,,40,17,42.5,10
重要犯罪,強制わいせつ,,2008年,宮城県,,182,64,35.2,31
重要犯罪,強制わいせつ,,2008年,秋田県,,33,26,78.8,16
重要犯罪,強制わいせつ,,2008年,山形県,,16,11,68.8,7
重要犯罪,強制わいせつ,,2008年,福島県,,80,36,45,25
重要犯罪,強制わいせつ,,2008年,東京都,,"1,098",609,55.5,505
重要犯罪,強制わいせつ,,2008年,関東管区,,"1,934",979,50.6,599
重要犯罪,強制わいせつ,,2008年,茨城県,,139,61,43.9,28
重要犯罪,強制わいせつ,,2008年,栃木県,,102,47,46.1,35
重要犯罪,強制わいせつ,,2008年,群馬県,,43,28,65.1,20
重要犯罪,強制わいせつ,,2008年,埼玉県,,447,253,56.6,144
重要犯罪,強制わいせつ,,2008年,千葉県,,386,227,58.8,108
重要犯罪,強制わいせつ,,2008年,神奈川県,,409,213,52.1,158
重要犯罪,強制わいせつ,,2008年,新潟県,,118,44,37.3,33
重要犯罪,強制わいせつ,,2008年,山梨県,,30,14,46.7,9
重要犯罪,強制わいせつ,,2008年,長野県,,80,28,35,18
重要犯罪,強制わいせつ,,2008年,静岡県,,180,64,35.6,46
重要犯罪,強制わいせつ,,2008年,中部管区,,686,296,43.1,156
重要犯罪,強制わいせつ,,2008年,富山県,,40,35,87.5,10
重要犯罪,強制わいせつ,,2008年,石川県,,26,19,73.1,10
重要犯罪,強制わいせつ,,2008年,福井県,,23,22,95.7,6
重要犯罪,強制わいせつ,,2008年,岐阜県,,73,44,60.3,20
重要犯罪,強制わいせつ,,2008年,愛知県,,437,148,33.9,90
重要犯罪,強制わいせつ,,2008年,三重県,,87,28,32.2,20
重要犯罪,強制わいせつ,,2008年,近畿管区,,"1,532",615,40.1,353
重要犯罪,強制わいせつ,,2008年,滋賀県,,51,29,56.9,32
重要犯罪,強制わいせつ,,2008年,京都府,,215,105,48.8,41
重要犯罪,強制わいせつ,,2008年,大阪府,,806,278,34.5,163
重要犯罪,強制わいせつ,,2008年,兵庫県,,378,157,41.5,84
重要犯罪,強制わいせつ,,2008年,奈良県,,46,23,50,19
重要犯罪,強制わいせつ,,2008年,和歌山県,,36,23,63.9,14
重要犯罪,強制わいせつ,,2008年,中国管区,,342,165,48.2,106
重要犯罪,強制わいせつ,,2008年,鳥取県,,22,5,22.7,3
重要犯罪,強制わいせつ,,2008年,島根県,,28,14,50,11
重要犯罪,強制わいせつ,,2008年,岡山県,,68,36,52.9,24
重要犯罪,強制わいせつ,,2008年,広島県,,184,76,41.3,44
重要犯罪,強制わいせつ,,2008年,山口県,,40,34,85,24
重要犯罪,強制わいせつ,,2008年,四国管区,,150,102,68,47
重要犯罪,強制わいせつ,,2008年,徳島県,,22,13,59.1,10
重要犯罪,強制わいせつ,,2008年,香川県,,28,27,96.4,12
重要犯罪,強制わいせつ,,2008年,愛媛県,,60,39,65,19
重要犯罪,強制わいせつ,,2008年,高知県,,40,23,57.5,6
重要犯罪,強制わいせつ,,2008年,九州管区,,763,474,62.1,261
重要犯罪,強制わいせつ,,2008年,福岡県,,385,243,63.1,112
重要犯罪,強制わいせつ,,2008年,佐賀県,,37,21,56.8,13
重要犯罪,強制わいせつ,,2008年,長崎県,,61,31,50.8,22
重要犯罪,強制わいせつ,,2008年,熊本県,,78,49,62.8,28
重要犯罪,強制わいせつ,,2008年,大分県,,21,15,71.4,13
重要犯罪,強制わいせつ,,2008年,宮崎県,,65,32,49.2,21
重要犯罪,強制わいせつ,,2008年,鹿児島県,,53,43,81.1,22
重要犯罪,強制わいせつ,,2008年,沖縄県,,63,40,63.5,30
重要犯罪,強制わいせつ,,2007年,全国,,"7,664","3,542",46.2,"2,240"
重要犯罪,強制わいせつ,,2007年,北海道,,280,193,68.9,98
重要犯罪,強制わいせつ,,2007年,札幌方面,,177,117,66.1,59
重要犯罪,強制わいせつ,,2007年,函館方面,,23,15,65.2,10
重要犯罪,強制わいせつ,,2007年,旭川方面,,37,29,78.4,12
重要犯罪,強制わいせつ,,2007年,釧路方面,,35,25,71.4,13
重要犯罪,強制わいせつ,,2007年,北見方面,,8,7,87.5,4
重要犯罪,強制わいせつ,,2007年,東北管区,,399,203,50.9,103
重要犯罪,強制わいせつ,,2007年,青森県,,50,23,46,14
重要犯罪,強制わいせつ,,2007年,岩手県,,54,29,53.7,19
重要犯罪,強制わいせつ,,2007年,宮城県,,169,71,42,25
重要犯罪,強制わいせつ,,2007年,秋田県,,32,27,84.4,13
重要犯罪,強制わいせつ,,2007年,山形県,,18,10,55.6,4
重要犯罪,強制わいせつ,,2007年,福島県,,76,43,56.6,28
重要犯罪,強制わいせつ,,2007年,東京都,,"1,156",643,55.6,483
重要犯罪,強制わいせつ,,2007年,関東管区,,"2,064",982,47.6,593
重要犯罪,強制わいせつ,,2007年,茨城県,,156,59,37.8,26
重要犯罪,強制わいせつ,,2007年,栃木県,,105,44,41.9,29
重要犯罪,強制わいせつ,,2007年,群馬県,,79,45,57,29
重要犯罪,強制わいせつ,,2007年,埼玉県,,472,212,44.9,121
重要犯罪,強制わいせつ,,2007年,千葉県,,320,169,52.8,92
重要犯罪,強制わいせつ,,2007年,神奈川県,,436,245,56.2,163
重要犯罪,強制わいせつ,,2007年,新潟県,,159,61,38.4,43
重要犯罪,強制わいせつ,,2007年,山梨県,,27,14,51.9,9
重要犯罪,強制わいせつ,,2007年,長野県,,70,21,30,14
重要犯罪,強制わいせつ,,2007年,静岡県,,240,112,46.7,67
重要犯罪,強制わいせつ,,2007年,中部管区,,778,273,35.1,177
重要犯罪,強制わいせつ,,2007年,富山県,,43,13,30.2,12
重要犯罪,強制わいせつ,,2007年,石川県,,38,34,89.5,22
重要犯罪,強制わいせつ,,2007年,福井県,,33,22,66.7,5
重要犯罪,強制わいせつ,,2007年,岐阜県,,111,33,29.7,21
重要犯罪,強制わいせつ,,2007年,愛知県,,462,145,31.4,98
